Date,ALKS,CTLT,ITCI,LNTH,NBIX,PRGO,VTRS,ZTS
2000-09-07,43.0625,,,,42.0,5.5851335525512695,10.314393043518066,
2000-09-08,42.5625,,,,41.0625,5.5851335525512695,10.199016571044922,
2000-09-11,41.625,,,,41.1875,5.425909996032715,10.199016571044922,
2000-09-12,44.5625,,,,42.0,5.193195343017578,10.175945281982422,
2000-09-13,45.4375,,,,42.375,5.487148284912109,10.037494659423828,
2000-09-14,45.125,,,,44.75,5.487148284912109,9.852896690368652,
2000-09-15,40.6875,,,,44.25,5.462653160095215,9.760598182678223,
2000-09-18,38.5625,,,,43.4375,5.462653160095215,9.599079132080078,
2000-09-19,41.4375,,,,43.625,5.487148284912109,9.137580871582031,
2000-09-20,41.25,,,,44.8125,5.487148284912109,9.899044036865234,
2000-09-21,42.0,,,,44.25,5.487148284912109,9.852896690368652,
2000-09-22,44.0,,,,44.0,5.511645317077637,9.945194244384766,
2000-09-25,42.0,,,,43.0,5.340175151824951,9.806748390197754,
2000-09-26,39.1875,,,,41.125,5.033968448638916,10.060567855834961,
2000-09-27,38.0,,,,42.0,5.0462164878845215,10.306446075439453,
2000-09-28,39.9375,,,,44.25,5.2911810874938965,10.121574401855469,
2000-09-29,38.625,,,,45.0,5.364669322967529,9.95981502532959,
2000-10-02,37.5,,,,42.0,5.487148284912109,10.375771522521973,
2000-10-03,35.9375,,,,38.5625,5.340175151824951,10.283334732055664,
2000-10-04,34.0,,,,38.375,5.2911810874938965,10.098467826843262,
2000-10-05,35.375,,,,39.0,5.2421875,10.352663040161133,
2000-10-06,32.75,,,,38.375,4.997224807739258,10.121574401855469,
2000-10-09,33.75,,,,37.125,5.021721839904785,9.98292350769043,
2000-10-10,32.734375,,,,37.1875,4.899240493774414,10.560637474060059,
2000-10-11,32.9375,,,,36.875,4.899240493774414,10.421989440917969,
2000-10-12,31.25,,,,36.125,4.654277324676514,10.214012145996094,
2000-10-13,35.5,,,,36.8125,5.217691421508789,10.029145240783691,
2000-10-16,34.25,,,,38.5625,5.2911810874938965,10.560637474060059,
2000-10-17,36.25,,,,38.5,5.340175151824951,10.907267570495605,
2000-10-18,38.140625,,,,36.375,5.5851335525512695,10.814836502075195,
2000-10-19,37.75,,,,38.8125,5.511645317077637,10.676180839538574,
2000-10-20,37.4375,,,,38.859375,5.438157081604004,11.092137336730957,
2000-10-23,41.125,,,,39.1875,4.997224807739258,10.930378913879395,
2000-10-24,38.5,,,,39.0,5.09520959854126,10.098467826843262,
2000-10-25,37.625,,,,35.0,4.813503265380859,9.936702728271484,
2000-10-26,39.0,,,,38.5,5.119706630706787,10.144683837890625,
2000-10-27,37.6875,,,,36.4375,5.09520959854126,10.098467826843262,
2000-10-30,37.4375,,,,35.5,5.09520959854126,10.468204498291016,
2000-10-31,37.0625,,,,38.75,5.193195343017578,10.352663040161133,
2000-11-01,38.75,,,,37.5625,5.487148284912109,10.653074264526367,
2000-11-02,43.1875,,,,41.75,5.389163494110107,10.861052513122559,
2000-11-03,40.9375,,,,42.5,5.928081512451172,10.629966735839844,
2000-11-06,38.8125,,,,42.5625,5.879086971282959,11.092137336730957,
2000-11-07,39.25,,,,42.125,5.977074146270752,10.907267570495605,
2000-11-08,40.8125,,,,39.0,5.536142349243164,11.04592227935791,
2000-11-09,40.0,,,,41.5,5.511645317077637,10.837942123413086,
2000-11-10,37.6875,,,,39.875,5.389163494110107,10.491312980651855,
2000-11-13,34.1875,,,,35.0,5.193195343017578,10.075358390808105,
2000-11-14,30.0625,,,,35.4375,5.2421875,10.306446075439453,
2000-11-15,30.9375,,,,36.75,5.217691421508789,10.23712158203125,
2000-11-16,30.625,,,,36.375,5.193195343017578,10.121574401855469,
2000-11-17,30.25,,,,36.4375,5.2421875,10.144683837890625,
2000-11-20,29.5,,,,35.375,5.217691421508789,9.705622673034668,
2000-11-21,30.8125,,,,33.125,5.2421875,8.503969192504883,
2000-11-22,31.125,,,,32.875,5.830099105834961,8.319104194641113,
2000-11-24,32.0,,,,33.1875,5.830099105834961,8.411539077758789,
2000-11-27,31.859375,,,,34.4375,5.707613468170166,8.550189971923828,
2000-11-28,31.0,,,,33.25,5.462653160095215,8.527079582214355,
2000-11-29,30.625,,,,30.609375,5.487148284912109,8.550189971923828,
2000-11-30,29.875,,,,29.0625,5.487148284912109,8.850602149963379,
2000-12-01,33.3125,,,,31.375,5.536142349243164,9.45142650604248,
2000-12-04,32.75,,,,29.3125,5.487148284912109,9.12790584564209,
2000-12-05,35.125,,,,30.25,5.487148284912109,9.45142650604248,
2000-12-06,33.75,,,,28.875,5.09520959854126,9.682515144348145,
2000-12-07,33.5,,,,28.125,5.487148284912109,9.705622673034668,
2000-12-08,37.6875,,,,29.625,5.462653160095215,9.95981502532959,
2000-12-11,37.375,,,,32.3125,5.5851335525512695,9.867383003234863,
2000-12-12,36.375,,,,31.875,5.487148284912109,9.405210494995117,
2000-12-13,33.875,,,,31.6875,5.732110500335693,9.474536895751953,
2000-12-14,34.25,,,,30.8125,5.805601596832275,9.312772750854492,
2000-12-15,31.5,,,,31.6875,5.732110500335693,9.289668083190918,
2000-12-18,31.375,,,,31.75,5.854593753814697,9.335883140563965,
2000-12-19,31.375,,,,31.625,5.952577114105225,9.520752906799316,
2000-12-20,26.5,,,,29.25,5.732110500335693,9.312772750854492,
2000-12-21,26.25,,,,30.8125,6.222035884857178,9.358989715576172,
2000-12-22,29.6875,,,,32.125,6.344515800476074,9.566970825195312,
2000-12-26,30.0625,,,,32.5,6.613976955413818,9.474536895751953,
2000-12-27,30.5,,,,35.0,6.564984321594238,9.443058967590332,
2000-12-28,30.75,,,,36.1875,6.760952472686768,9.443058967590332,
2000-12-29,31.375,,,,33.125,6.4914937019348145,9.327332496643066,
2001-01-02,27.625,,,,32.1875,6.46699857711792,9.142176628112793,
2001-01-03,27.375,,,,33.265625,6.711958885192871,8.632987976074219,
2001-01-04,26.5625,,,,30.4375,6.418003559112549,8.170096397399902,
2001-01-05,24.25,,,,24.9375,6.540485382080078,7.846072196960449,
2001-01-08,23.0,,,,24.4375,6.662967205047607,8.100663185119629,
2001-01-09,23.4375,,,,26.75,6.711958885192871,8.262677192687988,
2001-01-10,25.0,,,,29.0,7.22637939453125,7.915506362915039,
2001-01-11,26.0625,,,,30.1875,7.691807270050049,8.07751750946045,
2001-01-12,25.5,,,,30.640625,7.520333290100098,8.100663185119629,
2001-01-16,24.9375,,,,35.5625,7.814291477203369,8.70242691040039,
2001-01-17,24.3125,,,,30.625,7.177389621734619,8.470976829528809,
2001-01-18,23.75,,,,32.25,7.103899002075195,8.355254173278809,
2001-01-19,23.375,,,,31.4375,6.662967205047607,8.216384887695312,
2001-01-22,23.75,,,,29.0,7.00591516494751,8.031227111816406,
2001-01-23,26.0,,,,31.8125,6.711958885192871,8.19324016571045,
2001-01-24,26.25,,,,34.0,6.613976955413818,8.216384887695312,
2001-01-25,24.875,,,,33.46875,6.564984321594238,8.239529609680176,
2001-01-26,26.875,,,,34.5,7.054906368255615,8.401540756225586,
2001-01-29,28.3125,,,,35.9375,7.128395080566406,8.643176078796387,
2001-01-30,26.3125,,,,33.9375,7.446846008300781,8.672800064086914,
2001-01-31,26.5,,,,32.625,7.838787078857422,8.646879196166992,
2001-02-01,26.625,,,,31.0,7.471344470977783,8.646879196166992,
2001-02-02,26.4375,,,,29.046875,7.299868583679199,8.613554954528809,
2001-02-05,26.3125,,,,26.0625,7.6428141593933105,8.57281494140625,
2001-02-06,28.5,,,,27.1875,7.789796829223633,8.461718559265137,
2001-02-07,28.25,,,,26.0625,7.789796829223633,8.33951473236084,
2001-02-08,28.75,,,,25.875,7.6428141593933105,8.517269134521484,
2001-02-09,28.625,,,,25.9375,7.691807270050049,8.554300308227539,
2001-02-12,30.0625,,,,26.3125,7.740802764892578,8.791298866271973,
2001-02-13,30.75,,,,25.5625,7.544828414916992,8.732049942016602,
2001-02-14,30.359375,,,,24.125,7.838787078857422,8.646879196166992,
2001-02-15,32.5,,,,25.0,8.08375072479248,8.706130981445312,
2001-02-16,31.9375,,,,24.0,7.826536655426025,8.595035552978516,
2001-02-20,31.9375,,,,23.125,7.789796829223633,8.580220222473145,
2001-02-21,31.9375,,,,21.875,7.985759735107422,8.532079696655273,
2001-02-22,29.125,,,,21.75,7.985759735107422,8.532079696655273,
2001-02-23,30.1875,,,,23.0625,7.838787078857422,8.235828399658203,
2001-02-26,32.0625,,,,25.75,7.8877739906311035,8.657989501953125,
2001-02-27,31.375,,,,23.25,7.8877739906311035,8.406173706054688,
2001-02-28,31.0,,,,21.8125,7.936770439147949,8.665390968322754,
2001-03-01,29.625,,,,21.375,7.838787078857422,8.387656211853027,
2001-03-02,31.0,,,,21.875,7.838787078857422,8.698722839355469,
2001-03-05,30.125,,,,20.6875,7.789796829223633,8.450610160827637,
2001-03-06,29.5,,,,20.375,7.814291477203369,8.443206787109375,
2001-03-07,28.5,,,,18.0,7.544828414916992,8.269156455993652,
2001-03-08,27.25,,,,17.5,7.495838642120361,8.128437042236328,
2001-03-09,25.875,,,,17.0,7.520333290100098,8.165467262268066,
2001-03-12,22.875,,,,15.375,7.397855281829834,7.776636600494385,
2001-03-13,23.375,,,,16.0,7.985759735107422,8.424689292907715,
2001-03-14,24.0625,,,,15.625,7.936770439147949,8.202496528625488,
2001-03-15,24.25,,,,16.4375,7.814291477203369,8.146952629089355,
2001-03-16,23.0625,,,,16.0,7.789796829223633,7.9988250732421875,
2001-03-19,25.75,,,,17.375,7.8877739906311035,8.346922874450684,
2001-03-20,24.875,,,,15.9375,7.3488616943359375,8.369139671325684,
2001-03-21,22.875,,,,15.75,7.397855281829834,8.095104217529297,
2001-03-22,20.5,,,,15.8125,7.838787078857422,7.787746906280518,
2001-03-23,22.125,,,,17.4375,7.814291477203369,8.139545440673828,
2001-03-26,22.375,,,,18.625,7.691807270050049,8.169173240661621,
2001-03-27,21.625,,,,19.6875,7.8877739906311035,8.576518058776855,
2001-03-28,21.5625,,,,19.5,7.544828414916992,9.266499519348145,
2001-03-29,21.125,,,,19.375,7.618319511413574,9.277626037597656,
2001-03-30,21.9375,,,,20.625,7.740802764892578,9.589231491088867,
2001-04-02,22.5625,,,,19.75,7.814291477203369,9.021671295166016,
2001-04-03,20.4375,,,,17.75,7.936770439147949,8.910378456115723,
2001-04-04,21.0625,,,,18.25,7.985759735107422,9.077312469482422,
2001-04-05,24.125,,,,20.5,8.230727195739746,9.329562187194824,
2001-04-06,23.5,,,,18.625,7.8877739906311035,9.144083023071289,
2001-04-09,24.829999923706055,,,,19.8799991607666,8.01908016204834,9.173758506774902,
2001-04-10,26.100000381469727,,,,21.530000686645508,8.15233325958252,9.12553596496582,
2001-04-11,25.610000610351562,,,,20.8799991607666,8.042593002319336,8.969733238220215,
2001-04-12,26.100000381469727,,,,22.399999618530273,8.097461700439453,9.362948417663574,
2001-04-16,25.549999237060547,,,,21.860000610351562,8.097461700439453,9.173758506774902,
2001-04-17,25.6200008392334,,,,23.31999969482422,8.160177230834961,9.21827220916748,
2001-04-18,27.65999984741211,,,,24.329999923706055,8.458047866821289,9.366657257080078,
2001-04-19,28.850000381469727,,,,23.610000610351562,8.779438972473145,9.581811904907227,
2001-04-20,28.940000534057617,,,,22.549999237060547,8.904854774475098,9.663421630859375,
2001-04-23,26.559999465942383,,,,21.389999389648438,8.842146873474121,9.563261985778809,
2001-04-24,24.729999542236328,,,,21.700000762939453,8.936217308044434,9.455683708190918,
2001-04-25,26.649999618530273,,,,23.020000457763672,9.398700714111328,9.630035400390625,
2001-04-26,29.799999237060547,,,,23.93000030517578,9.383027076721191,9.745033264160156,
2001-04-27,30.25,,,,24.170000076293945,8.983247756958008,9.681966781616211,
2001-04-30,30.639999389648438,,,,25.350000381469727,9.359508514404297,9.91938304901123,
2001-05-01,31.170000076293945,,,,26.209999084472656,9.492768287658691,9.8897066116333,
2001-05-02,30.899999618530273,,,,27.350000381469727,9.406538963317871,9.826641082763672,
2001-05-03,30.700000762939453,,,,26.0,9.320314407348633,9.681966781616211,
2001-05-04,30.489999771118164,,,,27.530000686645508,9.367345809936523,9.97873592376709,
2001-05-07,31.299999237060547,,,,28.299999237060547,9.531961441040039,9.837769508361816,
2001-05-08,31.31999969482422,,,,29.84000015258789,9.884706497192383,10.498072624206543,
2001-05-09,30.90999984741211,,,,28.75,9.994449615478516,10.527750015258789,
2001-05-10,29.3700008392334,,,,29.799999237060547,9.66522216796875,10.627908706665039,
2001-05-11,28.299999237060547,,,,28.989999771118164,9.82199764251709,10.327434539794922,
2001-05-14,26.979999542236328,,,,27.600000381469727,9.696574211120605,10.34598159790039,
2001-05-15,26.790000915527344,,,,29.25,9.641702651977539,10.349690437316895,
2001-05-16,28.31999969482422,,,,29.829999923706055,9.774962425231934,10.427592277526855,
2001-05-17,29.889999389648438,,,,32.709999084472656,10.166903495788574,10.754034042358398,
2001-05-18,29.920000076293945,,,,31.440000534057617,10.151227951049805,10.71323013305664,
2001-05-21,31.700000762939453,,,,38.029998779296875,10.05716323852539,10.846776008605957,
2001-05-22,32.099998474121094,,,,35.900001525878906,10.088517189025879,11.091607093811035,
2001-05-23,31.09000015258789,,,,35.13999938964844,10.088517189025879,11.314178466796875,
2001-05-24,31.18000030517578,,,,37.150001525878906,10.362874984741211,11.369820594787598,
2001-05-25,30.459999084472656,,,,36.70000076293945,10.331520080566406,11.25853443145752,
2001-05-29,30.3799991607666,,,,36.33000183105469,10.699942588806152,11.588688850402832,
2001-05-30,29.389999389648438,,,,34.72999954223633,10.746975898742676,11.455144882202148,
2001-05-31,30.270000457763672,,,,36.400001525878906,10.919424057006836,11.800129890441895,
2001-06-01,31.709999084472656,,,,36.029998779296875,10.746975898742676,11.648042678833008,
2001-06-04,32.18000030517578,,,,36.25,10.84887981414795,11.495945930480957,
2001-06-05,35.91999816894531,,,,38.04999923706055,10.89591121673584,11.462557792663574,
2001-06-06,34.29999923706055,,,,37.119998931884766,10.864558219909668,11.180634498596191,
2001-06-07,35.470001220703125,,,,36.959999084472656,10.89591121673584,11.239984512329102,
2001-06-08,34.650001525878906,,,,36.29999923706055,11.538692474365234,11.091607093811035,
2001-06-11,32.9900016784668,,,,34.31999969482422,11.523012161254883,9.596647262573242,
2001-06-12,32.0,,,,33.59000015258789,11.789535522460938,9.57810115814209,
2001-06-13,34.130001068115234,,,,34.34000015258789,12.024694442749023,9.40746021270752,
2001-06-14,33.29999923706055,,,,32.369998931884766,11.875762939453125,9.46310806274414,
2001-06-15,34.650001525878906,,,,34.41999816894531,12.024694442749023,9.348109245300293,
2001-06-18,34.0,,,,35.900001525878906,12.024694442749023,9.318431854248047,
2001-06-19,35.0,,,,36.25,11.938469886779785,9.678260803222656,
2001-06-20,36.41999816894531,,,,38.439998626708984,12.118764877319336,10.09002685546875,
2001-06-21,37.0,,,,37.959999084472656,12.299055099487305,10.56855583190918,
2001-06-22,37.099998474121094,,,,36.41999816894531,12.5420560836792,10.219857215881348,
2001-06-25,35.0,,,,36.52000045776367,12.651801109313965,10.20501708984375,
2001-06-26,34.029998779296875,,,,36.5,12.5420560836792,10.201313018798828,
2001-06-27,33.90999984741211,,,,36.880001068115234,12.534218788146973,10.517083168029785,
2001-06-28,35.150001525878906,,,,37.79999923706055,12.659635543823242,10.788273811340332,
2001-06-29,35.099998474121094,,,,39.9900016784668,13.082938194274902,10.450211524963379,
2001-07-02,34.31999969482422,,,,38.650001525878906,12.753704071044922,10.513365745544434,
