Date,ABT,ALGN,BSX,DXCM,EW,MDT,PODD,STE,SYK,ZBH
2000-01-03,8.327241897583008,,11.5,,,22.24802017211914,,7.412208080291748,13.7011079788208,
2000-01-04,8.089319229125977,,11.6875,,,22.410409927368164,,7.182016849517822,13.550822257995605,
2000-01-05,8.074453353881836,,12.53125,,,23.81838035583496,,7.135975360870361,13.964113235473633,
2000-01-06,8.356980323791504,,12.875,,,24.71258544921875,,7.27409029006958,14.26468276977539,
2000-01-07,8.44620132446289,,12.40625,,,27.476497650146484,,7.182016849517822,15.579681396484375,
2000-01-10,8.386727333068848,,12.0,,,27.273256301879883,,7.27409029006958,15.404356002807617,
2000-01-11,8.26776123046875,,11.84375,,,27.395204544067383,,7.135975360870361,15.554635047912598,
2000-01-12,8.144028663635254,,11.4375,,,27.35456657409668,,8.102787971496582,15.229019165039062,
2000-01-13,8.069318771362305,,11.34375,,,28.28939437866211,,8.563172340393066,15.216498374938965,
2000-01-14,8.24863338470459,,11.5,,,28.533273696899414,,8.37901782989502,15.466974258422852,
2000-01-18,8.069318771362305,,11.625,,,28.858449935913086,,8.194867134094238,15.755022048950195,
2000-01-19,7.9049458503723145,,11.34375,,,29.224241256713867,,7.826554775238037,15.955402374267578,
2000-01-20,7.665846347808838,,10.5625,,,28.61457633972168,,7.780514717102051,15.729974746704102,
2000-01-21,7.4566473960876465,,10.34375,,,28.330053329467773,,7.596358299255371,15.704922676086426,
2000-01-24,7.172726631164551,,10.5625,,,28.0048885345459,,7.3661699295043945,15.755022048950195,
2000-01-25,7.083065986633301,,10.40625,,,28.980371475219727,,7.3661699295043945,15.429403305053711,
2000-01-26,7.098006725311279,,10.59375,,,29.996532440185547,,7.9186320304870605,15.366783142089844,
2000-01-27,7.36698579788208,,10.5625,,,30.199750900268555,,7.734477996826172,15.304154396057129,
2000-01-28,7.6210198402404785,,10.4375,,,29.14295768737793,,7.504287242889404,12.624055862426758,
2000-01-31,7.785396099090576,,10.375,,,29.752656936645508,,7.734477996826172,12.674152374267578,
2000-02-01,7.860108852386475,,10.1875,,,30.159107208251953,,8.194867134094238,12.924626350402832,
2000-02-02,7.9049458503723145,,10.5,,,29.264896392822266,,8.655250549316406,13.074911117553711,
2000-02-03,7.949770927429199,,9.96875,,,29.752656936645508,,8.286941528320312,12.987247467041016,
2000-02-04,8.233695983886719,,9.75,,,31.256532669067383,,8.37901782989502,13.187628746032715,
2000-02-07,8.084256172180176,,9.5625,,,32.02880859375,,8.102787971496582,13.35044002532959,
2000-02-08,8.158974647521973,,9.625,,,32.272682189941406,,8.240901947021484,13.776251792907715,
2000-02-09,8.622211456298828,,10.53125,,,31.784923553466797,,8.240901947021484,13.964113235473633,
2000-02-10,8.398070335388184,,9.96875,,,31.215898513793945,,8.332982063293457,13.262770652770996,
2000-02-11,8.1290864944458,,9.5,,,29.91522789001465,,8.194867134094238,12.72424602508545,
2000-02-14,8.383122444152832,,9.6875,,,30.159107208251953,,8.010709762573242,12.999771118164062,
2000-02-15,8.398070335388184,,9.8125,,,29.549421310424805,,7.964672565460205,13.337911605834961,
2000-02-16,8.293462753295898,,9.46875,,,28.77715301513672,,7.9186320304870605,13.400534629821777,
2000-02-17,8.188863754272461,,9.8125,,,30.281047821044922,,7.734477996826172,13.525773048400879,
2000-02-18,7.8003387451171875,,9.625,,,31.012657165527344,,7.734477996826172,12.661627769470215,
2000-02-22,7.979659080505371,,9.71875,,,31.988162994384766,,7.6424031257629395,12.160673141479492,
2000-02-23,7.6807942390441895,,9.5,,,31.54106330871582,,7.596358299255371,11.810005187988281,
2000-02-24,7.591134548187256,,9.3125,,,32.1913948059082,,7.504287242889404,12.085527420043945,
2000-02-25,7.665846347808838,,8.9375,,,30.850086212158203,,7.412208080291748,12.085527420043945,
2000-02-28,7.919886589050293,,9.0,,,31.215898513793945,,7.27409029006958,11.622146606445312,
2000-02-29,7.89000129699707,,9.125,,,31.500396728515625,,7.135975360870361,11.722334861755371,
2000-03-01,8.084256172180176,,8.953125,,,31.9475040435791,,7.182016849517822,11.020998001098633,
2000-03-02,8.009542465209961,,8.90625,,,31.86623191833496,,7.135975360870361,11.584576606750488,
2000-03-03,7.755509853363037,,9.0,,,33.41075897216797,,7.458245754241943,11.634672164916992,
2000-03-06,7.471587181091309,,9.375,,,32.1913948059082,,7.228053092956543,11.296526908874512,
2000-03-07,7.083065986633301,,9.03125,,,32.1913948059082,,7.182016849517822,10.54509449005127,
2000-03-08,7.411818504333496,,9.5625,,,31.82558822631836,,6.99786376953125,10.219473838806152,
2000-03-09,7.471587181091309,,10.65625,,,32.51655578613281,,6.99786376953125,10.833141326904297,
2000-03-10,7.396871566772461,,10.6875,,,33.329471588134766,,7.688439846038818,10.682856559753418,
2000-03-13,7.3072123527526855,,10.46875,,,32.63848114013672,,7.550326824188232,10.795568466186523,
2000-03-14,7.4417033195495605,,10.34375,,,30.484283447265625,,7.3661699295043945,11.020998001098633,
2000-03-15,7.770451068878174,,10.65625,,,31.86623191833496,,7.3661699295043945,11.822527885437012,
2000-03-16,8.24863338470459,,12.375,,,34.223690032958984,,7.412208080291748,12.899578094482422,
2000-03-17,8.009542465209961,,11.5,,,34.26430892944336,,7.320130825042725,12.436198234558105,
2000-03-20,8.099207878112793,,10.96875,,,34.71143341064453,,7.320130825042725,12.699197769165039,
2000-03-21,8.054373741149902,,10.84375,,,34.630123138427734,,6.99786376953125,13.112488746643066,
2000-03-22,8.203807830810547,,11.03125,,,35.60563659667969,,7.688439846038818,13.375484466552734,
2000-03-23,8.084256172180176,,11.03125,,,36.45917892456055,,7.412208080291748,13.200151443481445,
2000-03-24,8.039429664611816,,11.15625,,,35.7681999206543,,7.27409029006958,13.187628746032715,
2000-03-27,7.949770927429199,,10.96875,,1.375,37.068870544433594,,7.27409029006958,13.112488746643066,
2000-03-28,8.099207878112793,,10.6875,,1.3385419845581055,36.29658889770508,,7.27409029006958,13.425580024719238,
2000-03-29,8.33829402923584,,10.46875,,1.3333330154418945,36.052738189697266,,7.182016849517822,12.999771118164062,
2000-03-30,8.487726211547852,,10.125,,1.28125,33.16687774658203,,7.27409029006958,13.200151443481445,
2000-03-31,8.413010597229004,,10.65625,,1.1302080154418945,33.45139694213867,,7.550326824188232,13.976627349853516,
2000-04-03,8.84636402130127,,10.34375,,1.1458330154418945,35.84950256347656,,7.6424031257629395,14.026725769042969,
2000-04-04,9.429141998291016,,10.5625,,1.1666669845581055,36.337242126464844,,8.37901782989502,13.826349258422852,
2000-04-05,8.876245498657227,,10.5,,1.1614580154418945,36.363277435302734,,8.517131805419922,13.763727188110352,
2000-04-06,9.04062557220459,,10.625,,1.1927080154418945,36.40398406982422,,8.332982063293457,13.65101432800293,
2000-04-07,8.75670337677002,,10.5,,1.203125,36.485313415527344,,8.194867134094238,13.600923538208008,
2000-04-10,8.861305236816406,,10.5625,,1.2135419845581055,37.5428581237793,,8.701289176940918,13.625962257385254,
2000-04-11,9.100396156311035,,10.53125,,1.1927080154418945,36.28190612792969,,8.425056457519531,13.475677490234375,
2000-04-12,9.521503448486328,,10.90625,,1.1927080154418945,35.18369674682617,,8.148828506469727,13.563343048095703,
2000-04-13,9.416378021240234,,11.25,,1.2044270038604736,33.27199935913086,,7.872591495513916,14.014204025268555,
2000-04-14,8.845685958862305,,10.875,,1.203125,31.604331970214844,,7.504287242889404,12.987247467041016,
2000-04-17,9.055936813354492,,10.5625,,1.1875,31.400957107543945,,7.458245754241943,13.099960327148438,
2000-04-18,9.17608642578125,,11.53125,,1.171875,34.04480743408203,,7.458245754241943,13.663535118103027,
2000-04-19,9.22114372253418,,12.625,,1.1979169845581055,34.1668586730957,,7.320130825042725,14.815729141235352,
2000-04-20,9.43139362335205,,12.15625,,1.21875,34.12617111206055,,7.550326824188232,14.940963745117188,
2000-04-24,9.626632690429688,,12.6875,,1.1875,35.06169509887695,,7.320130825042725,14.452537536621094,
2000-04-25,9.55154037475586,,13.9375,,1.2552080154418945,34.49224853515625,,7.412208080291748,14.65291690826416,
2000-04-26,9.371323585510254,,13.625,,1.2760419845581055,34.49224853515625,,7.182016849517822,14.465060234069824,
2000-04-27,9.371323585510254,,13.5,,1.234375,35.71249771118164,,6.445397853851318,14.389922142028809,
2000-04-28,9.236156463623047,,13.25,,1.25,33.800777435302734,,6.629553318023682,14.414963722229004,
2000-05-01,9.146051406860352,,13.28125,,1.2291669845581055,34.00414276123047,,6.629553318023682,14.465060234069824,
2000-05-02,9.17608642578125,,13.75,,1.2135419845581055,35.2243766784668,,6.445397853851318,14.627873420715332,
2000-05-03,9.040922164916992,,13.46875,,1.1875,35.10235595703125,,6.307283401489258,14.189534187316895,
2000-05-04,8.950814247131348,,13.15625,,1.2291669845581055,35.468441009521484,,6.4914398193359375,14.227106094360352,
2000-05-05,9.116013526916504,,13.28125,,1.2604169845581055,36.40398406982422,,6.721632480621338,14.427492141723633,
2000-05-08,9.32627010345459,,13.6875,,1.2708330154418945,36.363277435302734,,6.5835137367248535,14.427492141723633,
2000-05-09,9.371323585510254,,14.15625,,1.25,35.387088775634766,,6.5835137367248535,14.414963722229004,
2000-05-10,9.26620101928711,,13.34375,,1.265625,35.50910949707031,,6.445397853851318,14.928446769714355,
2000-05-11,9.085979461669922,,12.625,,1.2447919845581055,35.99721145629883,,6.353323936462402,14.677969932556152,
2000-05-12,8.890742301940918,,12.03125,,1.3072919845581055,35.082035064697266,,6.353323936462402,14.602825164794922,
