Date,CMG,DPZ,DRI,MCD,QSR,SBUX,TSCO,WEN,YUM
2000-01-03,,,5.855294227600098,21.78774642944336,,2.3917973041534424,0.8318424820899963,3.5519521236419678,4.657409191131592
2000-01-04,,,5.813019752502441,21.34098243713379,,2.316011428833008,0.8138297200202942,3.647952079772949,4.563793182373047
2000-01-05,,,6.024401664733887,21.68463706970215,,2.3463268280029297,0.8187423944473267,3.731949806213379,4.587197780609131
2000-01-06,,,5.960988521575928,21.375347137451172,,2.4312069416046143,0.8056426048278809,3.719951629638672,4.548190593719482
2000-01-07,,,5.876435279846191,21.925201416015625,,2.419081211090088,0.8252920508384705,3.8279497623443604,4.446774959564209
2000-01-10,,,5.918708324432373,22.028291702270508,,2.522148370742798,0.7859923839569092,3.8039498329162598,4.626204967498779
2000-01-11,,,6.1512298583984375,22.54378318786621,,2.449394702911377,0.7925425171852112,3.647952079772949,4.594997882843018
2000-01-12,,,5.939845085144043,23.506010055541992,,2.455458164215088,0.8383920192718506,3.647952079772949,4.548190593719482
2000-01-13,,,6.299200057983398,23.265451431274414,,2.6312804222106934,0.8252920508384705,3.5759527683258057,4.618403911590576
2000-01-14,,,6.38375186920166,23.428682327270508,,2.564589500427246,0.8514918088912964,3.5399534702301025,4.493582248687744
2000-01-18,,,6.299200057983398,22.818702697753906,,2.528212547302246,0.8416666984558105,3.5039544105529785,4.360959529876709
2000-01-19,,,6.193506717681885,23.29983139038086,,2.473646879196167,0.8040041327476501,3.419954776763916,4.197131156921387
2000-01-20,,,5.960988521575928,23.402912139892578,,2.4312069416046143,0.8252920508384705,3.3839550018310547,3.9708902835845947
2000-01-21,,,5.939845085144043,22.578144073486328,,2.422112464904785,0.799092173576355,3.3119564056396484,3.9786911010742188
2000-01-24,,,5.7918806076049805,21.71900749206543,,2.3827037811279297,0.7761673331260681,3.335955858230591,3.892878770828247
2000-01-25,,,5.622772693634033,21.890832901000977,,2.522148370742798,0.7663429975509644,3.299957036972046,3.791459083557129
2000-01-26,,,5.601637363433838,19.657072067260742,,2.8131656646728516,0.7859923839569092,3.3239574432373047,3.752453327178955
2000-01-27,,,5.580499172210693,20.688045501708984,,2.8010404109954834,0.8940663933753967,3.335955858230591,3.760255813598633
2000-01-28,,,5.326840400695801,20.206918716430664,,2.8919835090637207,0.8645917177200317,3.2879557609558105,3.604227066040039
2000-01-31,,,5.369114875793457,20.550567626953125,,3.1041834354400635,0.9431911110877991,3.335955858230591,3.5730226039886475
2000-02-01,,,5.200009346008301,20.1381893157959,,3.1344974040985107,0.9235414862632751,3.3479549884796143,3.838268280029297
2000-02-02,,,5.347977161407471,19.519617080688477,,3.0859951972961426,0.8449422121047974,3.467954158782959,3.6120269298553467
2000-02-03,,,5.474806308746338,19.24468421936035,,3.0496177673339844,0.8318424820899963,3.515953779220581,3.705644369125366
2000-02-04,,,5.665050029754639,19.31342124938965,,3.3345723152160645,0.8514918088912964,3.4799537658691406,3.697843313217163
2000-02-07,,,5.432530879974365,19.2103214263916,,3.322446346282959,0.8973419070243835,3.4439542293548584,3.6744401454925537
2000-02-08,,,5.5382208824157715,19.96636199951172,,3.39520001411438,0.9006165862083435,3.4079556465148926,3.7290492057800293
2000-02-09,,,5.347977161407471,19.725807189941406,,3.3466968536376953,0.8973419070243835,3.4799537658691406,3.744652032852173
2000-02-10,,,5.369114875793457,19.519617080688477,,3.1041834354400635,0.9169914722442627,3.527954578399658,3.4325993061065674
2000-02-11,,,5.263424396514893,19.2103214263916,,3.189063549041748,0.9300909042358398,3.515953779220581,3.4872066974639893
2000-02-14,,,5.115457534790039,18.626113891601562,,3.2921323776245117,0.8776915669441223,3.491954803466797,3.5028092861175537
2000-02-15,,,5.200009346008301,18.557376861572266,,3.358823776245117,0.8711419701576233,3.491954803466797,3.541816473007202
2000-02-16,,,5.009764671325684,18.35118865966797,,3.316383123397827,0.8711419701576233,3.4799537658691406,3.4872066974639893
2000-02-17,,,4.988626003265381,18.557376861572266,,3.358823776245117,0.8776915669441223,3.431955575942993,3.666637659072876
2000-02-18,,,4.882936000823975,17.87006378173828,,3.2133145332336426,0.8645917177200317,3.4559552669525146,3.495008707046509
