Date,ABBV,AMGN,JNJ,LLY,PFE
2000-01-03,,44.92505645751953,24.500574111938477,32.95396423339844,12.687966346740723
2000-01-04,,41.489864349365234,23.60361099243164,31.917264938354492,12.215270042419434
2000-01-05,,42.91748809814453,23.852764129638672,32.32566452026367,12.414297103881836
2000-01-06,,43.631290435791016,24.600221633911133,33.268096923828125,12.862109184265137
2000-01-07,,48.53868865966797,25.646703720092773,35.71845245361328,13.732852935791016
2000-01-10,,51.48313903808594,24.99889373779297,34.24195098876953,13.707968711853027
2000-01-11,,47.423370361328125,25.081945419311523,34.43042755126953,13.533821105957031
2000-01-12,,45.371185302734375,24.849395751953125,33.92780685424805,13.981633186340332
2000-01-13,,47.691036224365234,24.8161678314209,33.5194206237793,14.727989196777344
2000-01-14,,48.76176452636719,24.89922332763672,34.336204528808594,14.727989196777344
2000-01-18,,49.29711151123047,24.268028259277344,33.83357620239258,14.528960227966309
2000-01-19,,51.3939094543457,24.3510799407959,34.05348205566406,14.727989196777344
2000-01-20,,51.260074615478516,24.434133529663086,33.56654739379883,14.485422134399414
2000-01-21,,53.312259674072266,23.88599395751953,32.54558181762695,13.956759452819824
2000-01-24,,49.43095397949219,22.241535186767578,31.226163864135742,13.683091163635254
2000-01-25,,49.520179748535156,22.65678596496582,31.320405960083008,13.882121086120605
2000-01-26,,45.7727165222168,22.19170379638672,31.540319442749023,13.882121086120605
2000-01-27,,43.80974197387695,21.3944034576416,32.29424285888672,13.732852935791016
2000-01-28,,42.605194091796875,22.457469940185547,32.82830810546875,14.006511688232422
2000-01-31,,45.460418701171875,22.872737884521484,33.61365509033203,14.404563903808594
2000-02-01,,46.62034606933594,22.54054069519043,32.95396423339844,14.727989196777344
2000-02-02,,45.460418701171875,22.690013885498047,32.70265197753906,14.329936027526855
2000-02-03,,45.683475494384766,22.14188003540039,32.79689407348633,14.180659294128418
2000-02-04,,46.12960433959961,21.826282501220703,32.60839080810547,14.230419158935547
2000-02-07,,49.38633346557617,21.643552780151367,31.823043823242188,14.727989196777344
2000-02-08,,50.32320022583008,21.809663772583008,31.823043823242188,15.051407814025879
2000-02-09,,47.691036224365234,21.26150894165039,31.037675857543945,14.379700660705566
2000-02-10,,46.5311164855957,20.729978561401367,31.320405960083008,13.93187427520752
2000-02-11,,44.701995849609375,20.654626846313477,31.104625701904297,13.93187427520752
2000-02-14,,46.44190216064453,20.704639434814453,30.662960052490234,13.93187427520752
2000-02-15,,46.44190216064453,21.254764556884766,30.8837890625,14.155786514282227
2000-02-16,,49.87709045410156,21.288087844848633,30.91534423828125,13.46839714050293
2000-02-17,,51.92925262451172,21.12140464782715,30.37906265258789,13.568158149719238
2000-02-18,,50.903175354003906,20.654626846313477,29.527307510375977,13.568158149719238
2000-02-22,,48.181793212890625,20.97135353088379,30.032054901123047,13.368633270263672
2000-02-23,,50.99240493774414,20.304542541503906,30.442142486572266,13.568158149719238
2000-02-24,,51.795433044433594,19.671070098876953,29.55885887145996,13.194045066833496
2000-02-25,,52.50924301147461,19.204299926757812,28.612476348876953,12.919682502746582
2000-02-28,,48.8509635925293,19.404348373413086,29.022558212280273,12.844860076904297
2000-02-29,,48.672523498535156,19.204299926757812,30.000516891479492,12.819916725158691
2000-03-01,,46.44190216064453,19.571060180664062,29.71659278869629,12.7201509475708
2000-03-02,,46.62034606933594,19.654396057128906,29.117197036743164,12.770035743713379
2000-03-03,,47.33415222167969,19.604402542114258,29.274948120117188,13.019445419311523
2000-03-06,,46.08498764038086,18.80420684814453,29.085643768310547,12.645332336425781
2000-03-07,,43.54205322265625,18.270761489868164,27.508342742919922,11.97191047668457
2000-03-08,,43.80974197387695,18.937572479248047,28.01308822631836,12.944633483886719
2000-03-09,,42.11445236206055,19.387676239013672,30.315975189208984,13.717809677124023
2000-03-10,,42.5159797668457,18.904233932495117,30.8837890625,13.967226028442383
2000-03-13,,41.40065002441406,18.67084503173828,29.905855178833008,13.692869186401367
2000-03-14,,37.2962760925293,19.404348373413086,28.991018295288086,13.268865585327148
2000-03-15,,41.7575569152832,20.52126121520996,31.672466278076172,14.066990852355957
2000-03-16,,46.21882247924805,21.288087844848633,32.68193054199219,14.565818786621094
2000-03-17,,45.058895111083984,21.221426010131836,30.97842788696289,14.29146957397461
2000-03-20,,41.40065002441406,21.15473747253418,30.662960052490234,13.967226028442383
2000-03-21,,43.631290435791016,21.404800415039062,31.136178970336914,14.640644073486328
2000-03-22,,44.07741928100586,21.938249588012695,32.08256149291992,14.216632843017578
2000-03-23,,41.17758560180664,21.338115692138672,32.49264144897461,14.066990852355957
2000-03-24,,38.94695281982422,19.270992279052734,31.35698699951172,13.917341232299805
2000-03-27,,43.095947265625,18.604164123535156,30.536775588989258,13.867451667785645
2000-03-28,,44.835845947265625,19.204299926757812,30.410602569580078,13.992171287536621
2000-03-29,,44.4343147277832,18.95424461364746,30.789152145385742,14.51594066619873
2000-03-30,,43.006717681884766,18.87089729309082,30.662960052490234,14.565818786621094
2000-03-31,,43.80974197387695,18.73752784729004,31.60936737060547,14.590764999389648
2000-04-03,,42.382137298583984,19.270992279052734,32.997406005859375,15.164421081542969
2000-04-04,,40.28532791137695,20.471254348754883,34.827064514160156,15.862781524658203
2000-04-05,,42.56058120727539,20.67129135131836,34.05419921875,15.413830757141113
2000-04-06,,44.47893142700195,19.97113800048828,33.249759674072266,15.314064025878906
2000-04-07,,43.4974479675293,19.754423141479492,32.461097717285156,15.488655090332031
2000-04-10,,42.025238037109375,20.271207809448242,32.745025634765625,15.887723922729492
2000-04-11,,42.20368194580078,20.871339797973633,33.75449752807617,15.887723922729492
2000-04-12,,41.679481506347656,20.53793716430664,32.871219635009766,16.112199783325195
2000-04-13,,41.266815185546875,20.337900161743164,35.331809997558594,15.812896728515625
2000-04-14,,37.65319061279297,19.554380416870117,34.03843307495117,15.13947582244873
2000-04-17,,38.09931564331055,20.67129135131836,35.331809997558594,15.164421081542969
2000-04-18,,41.66832733154297,21.738201141357422,36.97222137451172,15.787954330444336
2000-04-19,,39.973026275634766,21.938249588012695,38.17098617553711,16.486309051513672
2000-04-20,,38.54543685913086,21.771554946899414,38.23408126831055,16.561134338378906
2000-04-24,,36.62709045410156,22.371679306030273,39.11737060546875,17.35926628112793
2000-04-25,,38.76848220825195,22.488367080688477,38.86499786376953,17.33431625366211
2000-04-26,,40.86528778076172,22.071617126464844,39.27510070800781,17.35926628112793
2000-04-27,,38.63467025756836,22.138296127319336,39.33819580078125,17.059972763061523
2000-04-28,,39.973026275634766,22.004932403564453,38.928096771240234,16.8105525970459
2000-05-01,,39.88381576538086,22.0549373626709,39.054290771484375,16.68584442138672
2000-05-02,,40.06227111816406,22.45503044128418,39.36975860595703,17.134790420532227
2000-05-03,,38.36697769165039,22.204978942871094,39.874481201171875,17.03502082824707
2000-05-04,,40.37456130981445,22.15496826171875,40.000667572021484,17.159732818603516
2000-05-05,,42.5159797668457,22.405025482177734,40.25302505493164,17.808216094970703
2000-05-08,,44.166648864746094,23.405250549316406,40.631587982177734,18.40680503845215
2000-05-09,,42.78364181518555,23.20518684387207,40.18996047973633,17.843021392822266
2000-05-10,,42.694427490234375,22.80510902404785,38.99119186401367,17.349475860595703
2000-05-11,,43.98820114135742,22.955141067504883,37.92005157470703,17.07457733154297
2000-05-12,,44.52354431152344,22.80510902404785,38.2049446105957,17.23076820373535
2000-05-15,,45.81732177734375,23.005149841308594,38.71138000488281,17.593122482299805
2000-05-16,,46.174224853515625,23.288551330566406,37.95170974731445,17.793054580688477
2000-05-17,,44.91390609741211,23.22186851501465,37.41360092163086,17.992969512939453
2000-05-18,,43.67589569091797,23.605287551879883,37.35028839111328,18.067943572998047
2000-05-19,,42.739044189453125,23.75786781311035,38.4581413269043,17.66810417175293
2000-05-22,,40.82069396972656,23.25594711303711,38.07831954956055,17.568138122558594
2000-05-23,,39.660762786865234,23.289400100708008,38.26824188232422,17.66810417175293
2000-05-24,,42.56058120727539,24.07575035095215,39.0595703125,17.693084716796875
2000-05-25,,41.35603713989258,23.9084529876709,39.81922912597656,18.255369186401367
2000-05-26,,42.11445236206055,23.59055519104004,39.9141960144043,18.042951583862305
2000-05-30,,45.23735809326172,23.808061599731445,38.74304962158203,17.66810417175293
2000-05-31,,45.415802001953125,23.958648681640625,38.5531120300293,17.793054580688477
2000-06-01,,46.263450622558594,23.473453521728516,39.02790451049805,17.992969512939453
2000-06-02,,47.82488250732422,22.486318588256836,37.033775329589844,17.418193817138672
2000-06-05,,47.8695068359375,22.486318588256836,36.68560791015625,17.093320846557617
2000-06-06,,48.181793212890625,22.51980209350586,37.54021072387695,17.368213653564453
2000-06-07,,48.53868865966797,22.402666091918945,37.92005157470703,17.393203735351562
2000-06-08,,46.88803482055664,22.72056007385254,37.95170974731445,17.693084716796875
2000-06-09,,44.701995849609375,23.055171966552734,38.58477020263672,18.392824172973633
2000-06-12,,43.54205322265625,22.695463180541992,39.62929916381836,17.743070602416992
2000-06-13,,46.88803482055664,23.557098388671875,40.895416259765625,18.33034324645996
2000-06-14,,45.90652847290039,24.025571823120117,41.93996047973633,18.630216598510742
2000-06-15,,47.423370361328125,24.259796142578125,42.034915924072266,18.792661666870117
2000-06-16,,48.53868865966797,23.975383758544922,43.01613998413086,19.167516708374023
2000-06-19,,50.233978271484375,24.14268684387207,43.74416732788086,18.69268798828125
2000-06-20,,49.96630859375,23.707679748535156,43.84705352783203,18.492773056030273
2000-06-21,,50.18936538696289,24.059032440185547,43.93410873413086,18.742671966552734
2000-06-22,,47.601837158203125,23.707679748535156,42.79460144042969,18.292856216430664
2000-06-23,,47.55720901489258,24.025571823120117,43.20606994628906,18.34282875061035
2000-06-26,,49.92168426513672,25.56480598449707,43.839141845703125,18.492773056030273
2000-06-27,,48.09257125854492,26.217327117919922,42.92118835449219,18.792661666870117
2000-06-28,,49.34172439575195,26.25497055053711,44.16358184814453,18.586477279663086
2000-06-29,,48.71715545654297,26.384632110595703,51.467445373535156,18.486536026000977
2000-06-30,,50.1447639465332,27.2713565826416,50.5811767578125,19.192501068115234
2000-07-03,,48.89560317993164,27.05384635925293,50.011417388916016,19.067548751831055
2000-07-05,,52.687686920166016,27.0371150970459,52.9234733581543,18.96758460998535
2000-07-06,,52.286155700683594,26.685775756835938,51.467445373535156,18.617721557617188
2000-07-07,,52.776912689208984,26.7025089263916,51.150943756103516,18.317846298217773
2000-07-10,,52.19694900512695,26.819631576538086,52.670230865478516,19.117534637451172
2000-07-11,,52.241554260253906,26.819631576538086,52.16380310058594,19.59234046936035
2000-07-12,,52.375389099121094,26.250776290893555,50.517860412597656,19.180004119873047
2000-07-13,,49.56478500366211,25.497888565063477,48.492088317871094,18.442794799804688
2000-07-14,,50.501651763916016,24.577695846557617,47.85905075073242,18.017955780029297
2000-07-17,,51.66158676147461,25.255285263061523,49.868995666503906,18.436552047729492
2000-07-18,,53.434940338134766,25.43096160888672,50.897708892822266,17.9429874420166
2000-07-19,,52.420005798339844,24.94577407836914,50.011417388916016,18.567745208740234
2000-07-20,,52.86613082885742,24.594417572021484,48.87193298339844,17.992969512939453
2000-07-21,,55.676734924316406,24.694807052612305,49.56827926635742,18.34282875061035
2000-07-24,,53.35686492919922,25.284557342529297,51.22216796875,19.0175724029541
2000-07-25,,52.55385971069336,25.029415130615234,51.150943756103516,17.593122482299805
2000-07-26,,49.520179748535156,24.1594181060791,50.09054946899414,17.393203735351562
2000-07-27,,48.89560317993164,24.590234756469727,50.3516960144043,17.836782455444336
2000-07-28,,47.378761291503906,25.071258544921875,51.784000396728516,17.54314613342285
2000-07-31,,46.3526725769043,24.912303924560547,52.606990814208984,17.343225479125977
2000-08-01,,49.252506256103516,25.38077163696289,54.12631607055664,18.292856216430664
2000-08-02,,50.18936538696289,25.832504272460938,54.0629997253418,18.442794799804688
2000-08-03,,50.10013961791992,25.966350555419922,54.632747650146484,17.89299964904785
2000-08-04,,49.34172439575195,25.8492374420166,54.3795280456543,18.192893981933594
2000-08-07,,51.48313903808594,25.928699493408203,53.960121154785156,17.961727142333984
2000-08-08,,49.609397888183594,25.878509521484375,54.97299575805664,17.961727142333984
2000-08-09,,49.20789337158203,25.38077163696289,38.93293762207031,17.093320846557617
2000-08-10,,48.49407196044922,26.075101852416992,39.0595703125,16.793441772460938
2000-08-11,,49.74321365356445,26.19221305847168,39.12815856933594,17.143310546875
2000-08-14,,49.56478500366211,26.050004959106445,39.5092887878418,17.080835342407227
2000-08-15,,48.3602409362793,25.723756790161133,39.12815856933594,16.793441772460938
2000-08-16,,48.315635681152344,26.19221305847168,39.25522232055664,17.405500411987305
2000-08-17,,48.40486145019531,25.966350555419922,39.82687759399414,17.63091278076172
2000-08-18,,47.0218620300293,25.897022247314453,38.87409210205078,17.130029678344727
2000-08-21,,48.00334930419922,26.052295684814453,39.22343826293945,17.530729293823242
2000-08-22,,49.29711151123047,26.25372314453125,38.667625427246094,17.029850006103516
2000-08-23,,50.36781692504883,26.03550910949707,39.22343826293945,17.242727279663086
2000-08-24,,51.84004211425781,25.850849151611328,38.42946243286133,17.26776123046875
2000-08-25,,53.26765441894531,25.632644653320312,38.39768600463867,17.55577278137207
2000-08-28,,52.643089294433594,25.44798469543457,37.857757568359375,17.16759490966797
2000-08-29,,51.48313903808594,24.977981567382812,37.603675842285156,17.054901123046875
2000-08-30,,52.15233612060547,24.507959365844727,37.73073196411133,16.829504013061523
2000-08-31,,54.11528015136719,24.69681167602539,37.10348129272461,17.28655242919922
2000-09-01,,54.56140899658203,24.87726593017578,36.936729431152344,17.292818069458008
2000-09-05,,51.750816345214844,25.04511833190918,35.44401550292969,16.353666305541992
2000-09-06,,48.58329391479492,25.04511833190918,34.23714065551758,15.978012084960938
2000-09-07,,51.3939094543457,25.095476150512695,35.06288146972656,16.153316497802734
2000-09-08,,53.49071502685547,25.372447967529297,35.23756790161133,16.22844696044922
2000-09-11,,51.572364807128906,25.519325256347656,35.69808578491211,16.42879295349121
2000-09-12,,51.92925262451172,25.951581954956055,36.39680099487305,16.128271102905273
2000-09-13,,51.34928894042969,26.22016143798828,37.82602310180664,16.453845977783203
2000-09-14,,48.137184143066406,25.766929626464844,37.47663497924805,16.579063415527344
2000-09-15,,48.27102279663086,25.51513671875,37.06375503540039,16.52897071838379
2000-09-18,,46.5311164855957,24.742965698242188,37.82602310180664,16.804460525512695
2000-09-19,,46.88803482055664,24.65903663635254,38.55647659301758,16.435060501098633
2000-09-20,,49.34172439575195,24.461782455444336,37.66720962524414,16.39750099182129
2000-09-21,,48.8509635925293,25.313703536987305,39.6681022644043,17.029850006103516
2000-09-22,,51.43851089477539,25.75014305114746,41.41490173339844,17.75612449645996
2000-09-25,,49.74321365356445,25.745956420898438,42.10563659667969,17.68099021911621
2000-09-26,,51.08162307739258,25.380834579467773,41.98654556274414,17.430553436279297
2000-09-27,,50.94778060913086,25.540319442749023,41.51015853881836,17.33037567138672
2000-09-28,,50.1447639465332,25.07869529724121,41.85950469970703,17.505685806274414
2000-09-29,,49.84360885620117,25.229759216308594,41.22431182861328,18.00029945373535
2000-10-02,,46.932640075683594,25.028337478637695,41.09727096557617,17.731077194213867
2000-10-03,,47.64643859863281,24.84368133544922,41.54191207885742,17.731077194213867
2000-10-04,,45.995765686035156,24.25617218017578,41.92302703857422,17.130029678344727
2000-10-05,,47.55720901489258,24.99477195739746,42.97109603881836,17.931432723999023
2000-10-06,,45.0142822265625,24.793333053588867,42.14535903930664,17.881343841552734
2000-10-09,,45.10350799560547,24.52474594116211,42.018310546875,17.28029441833496
2000-10-10,,43.31901168823242,25.414419174194336,42.93937301635742,17.831266403198242
2000-10-11,,46.88803482055664,25.78371238708496,44.43207550048828,17.68099021911621
2000-10-12,,44.166648864746094,26.052295684814453,44.46382522583008,17.881343841552734
2000-10-13,,46.30805206298828,25.733354568481445,44.20973587036133,17.079933166503906
2000-10-16,,45.549644470214844,26.03550910949707,45.63893127441406,17.505685806274414
2000-10-17,,45.5942497253418,26.0690860748291,45.28956604003906,18.006559371948242
2000-10-18,,48.22639846801758,25.313703536987305,45.35310745239258,17.530729293823242
2000-10-19,,48.40486145019531,24.64225196838379,44.971981048583984,17.230201721191406
2000-10-20,,49.07404708862305,24.675832748413086,43.89215850830078,17.38047218322754
2000-10-23,,50.635498046875,24.591901779174805,45.19429016113281,18.181869506835938
2000-10-24,,50.94778060913086,24.62546157836914,44.55909729003906,17.230201721191406
2000-10-25,,48.98482894897461,25.229759216308594,45.13077926635742,18.006559371948242
2000-10-26,,48.89560317993164,25.011537551879883,44.46382522583008,18.181869506835938
2000-10-27,,42.33750915527344,24.910823822021484,44.46382522583008,17.68099021911621
2000-10-30,,38.63467025756836,25.347280502319336,44.71791458129883,17.580820083618164
2000-10-31,,41.35603713989258,24.742965698242188,45.4166145324707,17.30533790588379
2000-11-01,,43.08478927612305,24.44083023071289,46.24235916137695,17.430553436279297
2000-11-02,,43.8543586730957,24.138673782348633,44.971981048583984,17.30533790588379
2000-11-03,,42.694427490234375,24.62546157836914,44.74964141845703,17.48064422607422
2000-11-06,,42.739044189453125,24.7261905670166,45.51189422607422,17.831266403198242
2000-11-07,,44.12202453613281,24.742965698242188,44.33677291870117,17.95647430419922
2000-11-08,,43.98820114135742,25.095476150512695,45.9565315246582,18.181869506835938
2000-11-09,,44.791221618652344,25.129043579101562,45.57541275024414,17.881343841552734
2000-11-10,,46.08498764038086,25.36406135559082,45.98830795288086,17.68099021911621
2000-11-13,,44.701995849609375,24.99477195739746,43.89118957519531,16.904626846313477
2000-11-14,,45.7727165222168,25.414419174194336,44.783058166503906,17.15506362915039
2000-11-15,,48.09257125854492,25.51513671875,44.68748092651367,17.291603088378906
2000-11-16,,47.0218620300293,25.296918869018555,44.11417007446289,17.391986846923828
2000-11-17,,46.48650360107422,25.635818481445312,45.579322814941406,17.26650619506836
2000-11-20,,45.23735809326172,25.922142028808594,44.719337463378906,17.26650619506836
2000-11-21,,46.12960433959961,26.34323501586914,45.80229568481445,17.46727180480957
2000-11-22,,46.62034606933594,26.006366729736328,44.24155807495117,17.26650619506836
2000-11-24,,47.155704498291016,25.618955612182617,43.22233581542969,16.990440368652344
2000-11-27,,47.95873260498047,26.24217414855957,45.19710922241211,18.019393920898438
2000-11-28,,47.3564567565918,26.983291625976562,46.757850646972656,18.069589614868164
2000-11-29,,48.62791442871094,27.0169734954834,48.15929412841797,18.320556640625
2000-11-30,,45.415802001953125,26.94959831237793,47.745216369628906,17.793529510498047
2000-12-01,,46.263450622558594,26.34323501586914,45.89784240722656,17.46727180480957
2000-12-04,,46.3526725769043,26.831687927246094,46.08893966674805,17.743335723876953
2000-12-05,,48.98482894897461,26.814849853515625,46.05709457397461,17.868820190429688
2000-12-06,,47.111087799072266,25.905305862426758,46.05709457397461,17.417083740234375
2000-12-07,,46.70956802368164,26.157958984375,46.948936462402344,17.442171096801758
2000-12-08,,48.806365966796875,25.972673416137695,47.17192077636719,17.46727180480957
2000-12-11,,49.43095397949219,25.77055549621582,47.33115005493164,17.517465591430664
2000-12-12,,48.71715545654297,26.14109992980957,47.04450225830078,17.66805076599121
2000-12-13,,47.91410446166992,26.595884323120117,46.37559127807617,18.395851135253906
2000-12-14,,45.90652847290039,26.747472763061523,45.73857498168945,18.29546546936035
2000-12-15,,42.78364181518555,26.562204360961914,45.4837760925293,18.245271682739258
2000-12-18,,45.549644470214844,26.562204360961914,45.101558685302734,18.671916961669922
2000-12-19,,46.62034606933594,26.730634689331055,45.35636901855469,19.048370361328125
2000-12-20,,45.415802001953125,27.118038177490234,46.343772888183594,18.621715545654297
2000-12-21,,45.460418701171875,27.21908950805664,46.248191833496094,17.06572723388672
2000-12-22,,47.64643859863281,27.35384178161621,44.68748092651367,17.818628311157227
2000-12-26,,48.3602409362793,27.58965301513672,45.83413314819336,17.944110870361328
