Date,AGCO,ALG,CAT,CNH,DE,SAP
2000-01-03,9.730892181396484,7.945730209350586,12.809784889221191,,13.226558685302734,36.80388259887695
2000-01-04,9.979127883911133,7.89668607711792,12.64513874053955,,13.207280158996582,33.53143310546875
2000-01-05,10.128067970275879,7.89668607711792,12.941511154174805,,13.515771865844727,32.321075439453125
2000-01-06,10.87277889251709,8.240017890930176,13.600106239318848,,14.209877014160156,32.186588287353516
2000-01-07,10.723838806152344,8.141924858093262,14.044665336608887,,14.19060230255127,43.03499984741211
2000-01-10,10.376309394836426,8.338115692138672,13.58364200592041,,14.479803085327148,42.99016571044922
2000-01-11,9.830185890197754,8.338115692138672,13.36959457397461,,14.479803085327148,41.64532470703125
2000-01-12,9.979127883911133,8.240017890930176,13.600106239318848,,14.209877014160156,43.39361572265625
2000-01-13,9.780537605285645,8.386032104492188,13.748294830322266,,14.26771068572998,45.18674087524414
2000-01-14,10.723838806152344,8.336702346801758,13.682432174682617,,14.846138954162598,44.82810974121094
2000-01-18,11.021720886230469,8.386032104492188,13.23839282989502,,14.53764820098877,43.75224304199219
2000-01-19,10.823134422302246,8.435361862182617,13.072710037231445,,14.306282043457031,43.61776351928711
2000-01-20,10.27701187133789,8.632684707641602,12.492802619934082,,14.055624008178711,44.469486236572266
2000-01-21,10.17772102355957,8.58335018157959,12.559078216552734,,13.631452560424805,44.110877990722656
2000-01-24,10.376309394836426,8.435361862182617,12.012303352355957,,13.843541145324707,44.82810974121094
2000-01-25,9.631596565246582,8.287376403808594,11.564953804016113,,13.727860450744629,46.3971061706543
2000-01-26,9.631596565246582,8.58335018157959,11.912897109985352,,14.074905395507812,49.4902458190918
2000-01-27,9.433005332946777,8.58335018157959,11.813481330871582,,14.1327543258667,49.176429748535156
2000-01-28,9.085474967956543,8.58335018157959,11.531814575195312,,13.80497932434082,48.997127532958984
2000-01-31,9.234416961669922,8.632684707641602,11.250152587890625,,13.477206230163574,46.75572204589844
2000-02-01,9.433005332946777,8.682014465332031,11.448972702026367,,13.187993049621582,47.652286529541016
2000-02-02,9.383359909057617,9.52061653137207,11.515246391296387,,13.14944076538086,46.62124252319336
2000-02-03,9.383359909057617,9.619271278381348,11.217007637023926,,12.725265502929688,47.51779556274414
2000-02-04,8.539350509643555,9.5699462890625,11.217007637023926,,12.609569549560547,49.40058517456055
2000-02-07,9.48265552520752,9.619271278381348,10.935340881347656,,12.744543075561523,49.176429748535156
2000-02-08,9.135124206542969,9.52061653137207,10.869071960449219,,12.358936309814453,51.55232238769531
2000-02-09,9.0358304977417,9.52061653137207,10.3720064163208,,12.339645385742188,51.91096496582031
2000-02-10,8.539350509643555,9.471285820007324,10.09033489227295,,11.5684175491333,50.835086822509766
2000-02-11,8.100059509277344,9.52061653137207,9.543574333190918,,11.163525581359863,49.6695556640625
2000-02-14,8.845466613769531,9.5699462890625,10.239456176757812,,12.031152725219727,49.938514709472656
2000-02-15,8.845466613769531,9.471285820007324,10.603973388671875,,12.474613189697266,48.5040283203125
2000-02-16,8.746077537536621,9.273967742919922,10.388577461242676,,12.127559661865234,48.77298355102539
2000-02-17,8.547304153442383,9.273967742919922,10.256022453308105,,12.281808853149414,51.14887619018555
2000-02-18,8.398226737976074,9.273967742919922,9.99092960357666,,11.876913070678711,50.70060348510742
2000-02-22,8.59699535369873,9.421957969665527,10.156608581542969,,12.339645385742188,51.82130813598633
2000-02-23,8.59699535369873,9.471285820007324,10.02406120300293,,11.876913070678711,52.5833854675293
2000-02-24,8.646692276000977,9.471285820007324,9.609846115112305,,11.414175033569336,52.224769592285156
2000-02-25,8.845466613769531,9.5699462890625,9.543574333190918,,11.394892692565918,50.6109504699707
2000-02-28,9.044243812561035,9.5699462890625,9.427589416503906,,11.394892692565918,50.924739837646484
2000-02-29,8.746077537536621,9.471285820007324,9.295039176940918,,11.02856159210205,51.14887619018555
2000-03-01,8.646692276000977,9.421957969665527,9.24533462524414,,11.414175033569336,51.28335952758789
2000-03-02,8.497610092163086,9.273967742919922,9.129353523254395,,10.662227630615234,51.91096496582031
2000-03-03,8.895159721374512,9.471285820007324,9.64298152923584,,10.758626937866211,53.748924255371094
2000-03-06,8.944854736328125,9.471285820007324,9.725826263427734,,10.546541213989258,58.50069046020508
2000-03-07,8.646692276000977,9.471285820007324,8.963665962219238,,9.370421409606934,58.76966094970703
2000-03-08,8.497610092163086,9.372632026672363,9.261900901794434,,10.874319076538086,58.27653121948242
2000-03-09,8.100059509277344,8.780667304992676,9.344751358032227,,11.00927734375,59.89035415649414
2000-03-10,8.249140739440918,8.682014465332031,9.46072769165039,,10.951440811157227,60.204166412353516
2000-03-13,8.100059509277344,8.484694480895996,9.444161415100098,,10.893596649169922,57.33516311645508
2000-03-14,8.0006742477417,8.386032104492188,9.49386215209961,,10.662227630615234,55.54204559326172
2000-03-15,8.59699535369873,8.287376403808594,10.140040397644043,,11.5684175491333,51.95580291748047
2000-03-16,9.541176795959473,8.386032104492188,10.786227226257324,,12.185402870178223,51.50749588012695
2000-03-17,9.09393310546875,8.386032104492188,10.504557609558105,,11.780508041381836,52.3592414855957
2000-03-20,9.292708396911621,8.287376403808594,10.206318855285645,,11.819074630737305,54.735130310058594
2000-03-21,9.541176795959473,8.682014465332031,10.554261207580566,,11.896193504333496,53.973060607910156
2000-03-22,9.590868949890137,8.682014465332031,10.32230281829834,,11.780508041381836,55.00409698486328
2000-03-23,9.24301528930664,8.682014465332031,10.48798942565918,,11.973310470581055,52.224769592285156
2000-03-24,9.342405319213867,8.682014465332031,10.471420288085938,,11.83835220336914,53.39027786254883
2000-03-27,8.746077537536621,8.682014465332031,10.355435371398926,,11.606989860534668,54.1523551940918
2000-03-28,8.696383476257324,9.076652526855469,10.156608581542969,,11.375614166259766,51.731651306152344
