Date,BAX,BDX,COO,HOLX,ISRG,RMD,TFX,WST
2000-02-03,10.600558280944824,17.402915954589844,3.818669557571411,1.9375,,5.3758745193481445,21.724958419799805,5.406722545623779
2000-02-04,10.600558280944824,17.402915954589844,3.8263068199157715,1.8125,,5.744358062744141,21.281587600708008,5.372930526733398
2000-02-07,10.527518272399902,17.402915954589844,3.8339438438415527,1.75,,5.843056678771973,20.971229553222656,5.5418877601623535
2000-02-08,10.506651878356934,17.19374656677246,3.7270209789276123,1.734375,,5.895695686340332,20.838228225708008,5.665794372558594
2000-02-09,10.496216773986816,17.319244384765625,3.7499332427978516,1.671875,,6.165478229522705,20.838228225708008,5.654529094696045
2000-02-10,10.110176086425781,16.817235946655273,3.7422962188720703,1.640625,,6.422098636627197,20.971229553222656,5.71085262298584
2000-02-11,9.891071319580078,16.733572006225586,3.69647216796875,1.578125,,6.053616046905518,20.30617904663086,5.586945533752441
2000-02-14,9.97453784942627,17.277402877807617,3.6430106163024902,1.6875,,6.073357582092285,20.926897048950195,5.688323497772217
2000-02-15,9.87020206451416,16.817235946655273,3.6430106163024902,1.75,,5.961495876312256,20.30617904663086,5.113857269287109
2000-02-16,9.661531448364258,17.15191650390625,3.612461566925049,1.65625,,5.954916954040527,20.439197540283203,5.0462751388549805
2000-02-17,9.630228042602539,17.61208724975586,3.6582860946655273,1.640625,,5.98781681060791,20.2618465423584,5.249026298522949
2000-02-18,9.327657699584961,20.456783294677734,3.6582860946655273,1.578125,,6.027298927307129,20.217506408691406,5.147649765014648
2000-02-22,9.515460968017578,19.452787399291992,3.6582860946655273,1.59375,,6.2510175704956055,20.040164947509766,5.012484550476074
2000-02-23,9.463293075561523,20.080286026000977,3.71174693107605,1.703125,,6.2839179039001465,19.776472091674805,5.012484550476074
2000-02-24,9.202451705932617,21.418973922729492,3.734659194946289,1.640625,,7.224859714508057,19.19743537902832,4.798466205596924
2000-02-25,9.045950889587402,22.84132194519043,3.558999538421631,1.640625,,7.172219276428223,19.375608444213867,4.798466205596924
2000-02-28,9.16071891784668,20.749631881713867,3.4520769119262695,1.640625,,7.790744304656982,19.331066131591797,4.956162929534912
2000-02-29,9.098114013671875,20.749631881713867,3.314605951309204,1.71875,,7.856540679931641,20.132808685302734,5.305346965789795
2000-03-01,9.358952522277832,20.958799362182617,3.299330234527588,1.65625,,8.323728561401367,20.97910499572754,5.237762451171875
2000-03-02,9.484155654907227,21.042463302612305,3.390977621078491,1.859375,,8.264503479003906,20.489139556884766,5.0688018798828125
2000-03-03,9.45285701751709,21.084299087524414,3.5131750106811523,1.953125,,8.172382354736328,20.26643943786621,4.944899082183838
2000-03-06,9.077241897583008,20.624126434326172,3.5131750106811523,1.90625,,8.310564041137695,19.86556053161621,5.012484550476074
2000-03-07,8.649471282958984,19.829282760620117,3.360428810119629,2.375,,8.126322746276855,19.64285659790039,5.001216888427734
2000-03-08,9.035514831542969,20.18548583984375,3.314605951309204,2.453125,,8.119742393493652,19.86556053161621,4.967424392700195
2000-03-09,9.306787490844727,20.731050491333008,3.2840559482574463,2.34375,,8.317143440246582,20.40005874633789,4.888577461242676
2000-03-10,9.358952522277832,21.48642349243164,3.138946533203125,2.34375,,7.922342300415039,20.489139556884766,4.753408908843994
2000-03-13,8.972911834716797,20.56317710876465,3.1031758785247803,2.203125,,7.659142017364502,20.40005874633789,4.652033805847168
2000-03-14,9.014647483825684,19.8917293548584,3.126106023788452,2.125,,6.3168182373046875,19.86556053161621,4.663300514221191
2000-03-15,9.838900566101074,20.437284469604492,3.1719655990600586,2.0,,7.0011396408081055,19.776472091674805,4.70835542678833
2000-03-16,10.412748336791992,20.81498146057129,3.500626802444458,1.96875,,7.738104820251465,20.93456268310547,4.9336347579956055
2000-03-17,10.3084135055542,20.982826232910156,3.477696418762207,1.875,,7.685462474822998,21.2463436126709,4.888577461242676
2000-03-20,10.297979354858398,20.81498146057129,3.645850419998169,1.96875,,7.659142017364502,21.469057083129883,4.832257270812988
2000-03-21,10.496216773986816,20.81498146057129,3.6687774658203125,2.125,,7.777579307556152,21.157270431518555,4.888577461242676
2000-03-22,10.475348472595215,20.773006439208984,3.821645736694336,2.109375,,8.343466758728027,21.37997817993164,4.798466205596924
2000-03-23,10.673591613769531,20.143516540527344,4.1503071784973145,2.21875,,8.317143440246582,22.0481014251709,4.76467227935791
2000-03-24,10.266682624816895,18.800617218017578,3.867504358291626,2.25,,7.481483459472656,21.513601303100586,4.719618797302246
2000-03-27,10.052793502807617,18.087200164794922,3.7681424617767334,2.25,,7.159060001373291,20.97910499572754,4.742146968841553
2000-03-28,10.068441390991211,18.21309471130371,3.8292884826660156,2.195312976837158,,7.652560234069824,21.157270431518555,4.719618797302246
2000-03-29,10.058005332946777,18.045238494873047,3.905721664428711,2.085937976837158,,7.264339447021484,20.97910499572754,4.573186874389648
2000-03-30,10.266682624816895,17.793441772460938,3.7146387100219727,1.90625,,7.323563098907471,22.404436111450195,4.787201881408691
2000-03-31,10.464919090270996,17.66754913330078,3.9362947940826416,1.984375,,7.514381408691406,25.210554122924805,4.561924457550049
2000-04-03,10.851068496704102,18.129169464111328,4.081515312194824,1.9375,,7.764423370361328,24.09701156616211,4.415490627288818
2000-04-04,10.829255104064941,18.171131134033203,4.043303489685059,1.8125,,6.658978462219238,24.00792694091797,4.370434761047363
2000-04-05,10.796534538269043,18.25507164001465,4.219094276428223,1.9375,,7.369620323181152,24.3642578125,4.460546970367432
2000-04-06,10.469365119934082,18.129169464111328,4.188523292541504,1.875,,7.027462005615234,24.898767471313477,4.392960071563721
2000-04-07,10.371221542358398,17.91935157775879,4.280241966247559,1.78125,,7.198540687561035,24.631515502929688,4.347906112670898
2000-04-10,10.578423500061035,17.83541488647461,4.264955520629883,1.625,,7.672301292419434,24.765134811401367,4.201475143432617
2000-04-11,10.763819694519043,18.422929763793945,4.157949924468994,1.640625,,7.0011396408081055,24.631515502929688,4.1338911056518555
2000-04-12,10.632956504821777,19.304210662841797,4.318459987640381,1.65625,,6.790579795837402,24.631515502929688,4.190208911895752
2000-04-13,10.480270385742188,19.178300857543945,4.2420268058776855,1.625,,6.132576942443848,25.700523376464844,4.235265254974365
2000-04-14,9.869558334350586,18.045238494873047,4.020371913909912,1.53125,,6.211536407470703,24.408796310424805,4.269057273864746
2000-04-17,9.847749710083008,17.49968147277832,3.8904354572296143,1.40625,,6.198376655578613,24.898767471313477,4.356644153594971
2000-04-18,10.098577499389648,17.961307525634766,3.898078203201294,1.5625,,7.238021373748779,24.987852096557617,4.515480995178223
2000-04-19,10.164011001586914,17.331823348999023,3.791072130203247,1.6875,,7.0011396408081055,24.49789047241211,4.447409152984619
2000-04-20,10.436654090881348,17.16395378112793,3.836932420730591,1.734375,,6.698458194732666,23.874296188354492,4.390682697296143
2000-04-24,10.81834888458252,17.121990203857422,3.821645736694336,1.578125,,5.685135841369629,23.96337890625,4.402026176452637
2000-04-25,11.603551864624023,17.45772361755371,3.8140017986297607,1.6875,,6.408939838409424,24.408796310424805,4.470098972320557
2000-04-26,11.35272216796875,17.289857864379883,3.791072130203247,1.6796879768371582,,7.1327409744262695,24.09701156616211,4.402026176452637
2000-04-27,11.439964294433594,17.289857864379883,3.867504358291626,1.75,,7.1327409744262695,24.18609619140625,4.470098972320557
2000-04-28,11.363628387451172,17.20592498779297,4.11208963394165,1.953125,,7.159060001373291,24.631515502929688,4.436061859130859
2000-05-01,11.090987205505371,17.331823348999023,4.157949924468994,1.8125,,8.0144624710083,24.943300247192383,4.402026176452637
2000-05-02,11.12370491027832,17.5836181640625,4.165594100952148,1.75,,7.5801801681518555,24.943300247192383,4.265880584716797
2000-05-03,10.872876167297363,18.003263473510742,4.020371913909912,1.703125,,5.869376182556152,24.00792694091797,4.1637725830078125
2000-05-04,10.742005348205566,17.45772361755371,4.050942420959473,1.671875,,5.869376182556152,25.03238296508789,4.265880584716797
2000-05-05,10.785626411437988,18.087200164794922,4.104445457458496,1.625,,6.053616046905518,25.388723373413086,4.254535675048828
2000-05-08,11.167326927185059,17.961307525634766,4.096803188323975,1.625,,5.974655628204346,24.809667587280273,4.265880584716797
2000-05-09,11.505401611328125,18.045238494873047,4.180880069732666,1.703125,,5.843056678771973,24.453351974487305,4.209153175354004
2000-05-10,11.592642784118652,17.961307525634766,4.173236846923828,1.5625,,5.579855918884277,24.141550064086914,4.107044219970703
2000-05-11,11.832566261291504,18.25507164001465,4.219094276428223,1.609375,,5.26401424407959,24.49789047241211,4.277225971221924
2000-05-12,11.51630687713623,17.91935157775879,4.257313251495361,1.71875,,5.079773902893066,24.54242706298828,4.288573265075684
2000-05-15,11.668986320495605,18.67472267150879,4.257313251495361,1.765625,,5.500895977020264,24.052467346191406,4.265880584716797
2000-05-16,11.77804183959961,18.548831939697266,4.303173065185547,1.625,,5.198215007781982,24.408796310424805,4.277225971221924
2000-05-17,11.636266708374023,18.422929763793945,4.234381675720215,1.625,,5.26401424407959,24.00792694091797,4.231843948364258
2000-05-18,11.690794944763184,18.67472267150879,4.165594100952148,1.546875,,5.26401424407959,24.3642578125,4.231843948364258
2000-05-19,11.668986320495605,18.297039031982422,4.081515312194824,1.546875,,5.26401424407959,23.96337890625,4.1978068351745605
2000-05-22,11.690794944763184,18.129169464111328,4.043303489685059,1.6171879768371582,,5.053452968597412,24.453351974487305,4.175118446350098
2000-05-23,11.810755729675293,18.464902877807617,4.066230297088623,1.6875,,5.000813961029053,24.202816009521484,4.1637725830078125
2000-05-24,12.017966270446777,19.80779457092285,4.035658359527588,1.609375,,4.829731464385986,24.113340377807617,4.220498561859131
2000-05-25,11.799848556518555,19.304210662841797,4.066230297088623,1.625,,4.658653736114502,25.097566604614258,4.265880584716797
2000-05-26,11.439964294433594,18.926517486572266,4.081515312194824,1.5625,,4.6323323249816895,24.918601989746094,4.265880584716797
2000-05-30,11.549023628234863,19.681900024414062,4.27260160446167,1.5,,5.027135372161865,25.76861572265625,4.243189334869385
2000-05-31,11.603551864624023,19.59797477722168,4.219094276428223,1.453125,,5.053452968597412,25.365983963012695,4.265880584716797
2000-06-01,11.810755729675293,19.22028350830078,4.219094276428223,1.390625,,5.132413864135742,26.171255111694336,4.288573265075684
2000-06-02,11.090987205505371,19.178300857543945,4.27260160446167,1.5,,5.3298163414001465,26.21599578857422,4.356644153594971
2000-06-05,11.49449348449707,19.47205924987793,4.318459987640381,1.4375,,5.65881872177124,26.30546760559082,4.3112616539001465
2000-06-06,11.317277908325195,19.681900024414062,4.333746433258057,1.40625,,5.816734790802002,26.21599578857422,4.3112616539001465
2000-06-07,10.992835998535156,18.94466209411621,4.379606246948242,1.515625,,5.553534507751465,26.03704261779785,4.3112616539001465
2000-06-08,11.145512580871582,18.776260375976562,4.440752029418945,1.46875,,5.461414337158203,25.500198364257812,4.299918174743652
2000-06-09,11.298192024230957,18.94466209411621,4.601258754730225,1.421875,,5.514054775238037,25.94757843017578,4.322608947753906
2000-06-12,11.401798248291016,18.481565475463867,4.555400848388672,1.5,,5.356135368347168,25.5449275970459,4.299918174743652
2000-06-13,11.668986320495605,18.607872009277344,4.5196099281311035,1.5625,,5.711456298828125,26.573884963989258,4.277225971221924
2000-06-14,11.799848556518555,18.776260375976562,4.527257442474365,1.78125,,6.3168182373046875,26.842315673828125,4.243189334869385
2000-06-15,11.734418869018555,19.02886390686035,4.527257442474365,1.75,,6.435258865356445,26.439685821533203,4.265880584716797
2000-06-16,11.559930801391602,18.71311378479004,4.435490608215332,1.71875,2.027777910232544,6.106258869171143,26.260730743408203,4.254535675048828
2000-06-19,11.581738471984863,18.776260375976562,4.527257442474365,1.75,2.0,6.369457721710205,26.21599578857422,4.243189334869385
2000-06-20,11.636266708374023,18.43947410583496,4.53490686416626,1.71875,2.0833330154418945,6.435258865356445,26.573884963989258,4.220498561859131
2000-06-21,11.865285873413086,18.692060470581055,4.53490686416626,1.703125,2.444443941116333,6.303656101226807,26.708093643188477,4.220498561859131
2000-06-22,11.603551864624023,18.43947410583496,4.435490608215332,1.6875,2.194443941116333,6.1457390785217285,26.484424591064453,3.721299409866333
2000-06-23,11.527213096618652,18.43947410583496,4.4431376457214355,1.75,2.305556058883667,5.053452968597412,26.529159545898438,3.641880512237549
2000-06-26,11.865285873413086,18.39736557006836,4.435490608215332,1.75,2.222222089767456,5.408777236938477,27.51337432861328,3.8007166385650635
2000-06-27,12.028870582580566,18.102670669555664,4.412548065185547,1.75,2.1111109256744385,5.606175899505615,27.244935989379883,3.7780277729034424
2000-06-28,12.432381629943848,18.628917694091797,4.511962413787842,1.875,2.1388890743255615,5.764096736907959,27.51337432861328,3.789372205734253
2000-06-29,12.563246726989746,18.692060470581055,4.481372833251953,1.828125,2.0,5.632497310638428,27.6475830078125,3.7553353309631348
2000-06-30,12.268796920776367,19.323543548583984,4.450784683227539,1.6875,2.097222089767456,5.632497310638428,25.58966636657715,3.9255192279815674
2000-07-03,12.388751029968262,19.02886390686035,4.550200939178467,1.84375,2.1388890743255615,5.448254108428955,26.976524353027344,3.902827501296997
2000-07-05,12.966745376586914,19.912940979003906,4.588438034057617,1.796875,2.222222089767456,5.553534507751465,26.708093643188477,3.789372205734253
2000-07-06,12.356036186218262,19.870838165283203,4.664910316467285,1.78125,2.1666669845581055,5.593014717102051,26.081777572631836,3.7439916133880615
2000-07-07,12.301514625549316,19.78665542602539,4.634321689605713,1.875,2.277777910232544,5.593014717102051,26.439685821533203,3.7666826248168945
2000-07-10,12.486902236938477,20.039241790771484,4.626674652099609,1.859375,2.7916669845581055,5.553534507751465,27.02126693725586,3.789372205734253
2000-07-11,12.552335739135742,19.95503807067871,4.557848930358887,1.859375,2.8333330154418945,5.185053825378418,27.155452728271484,3.812062978744507
2000-07-12,12.552335739135742,19.70244026184082,4.557848930358887,1.859375,3.3333330154418945,5.290335178375244,28.273908615112305,3.8347556591033936
2000-07-13,12.33422565460205,18.860456466674805,4.580790042877197,1.84375,3.722222089767456,5.43509578704834,27.55811309814453,3.7666826248168945
2000-07-14,12.127017974853516,18.355270385742188,4.573141098022461,1.765625,3.444443941116333,5.527215957641602,27.51337432861328,3.823410749435425
2000-07-17,12.672300338745117,18.56576156616211,4.435490608215332,1.875,3.472222089767456,5.869376182556152,27.33441734313965,3.8659582138061523
2000-07-18,12.7050142288208,19.23933982849121,4.504317760467529,1.921875,3.222222089767456,5.98781681060791,26.752832412719727,3.8316428661346436
2000-07-19,12.835878372192383,19.02886390686035,4.450784683227539,1.921875,3.1111109256744385,5.816734790802002,26.30546760559082,3.7401421070098877
2000-07-20,13.053990364074707,16.797592163085938,4.458432197570801,1.875,3.527777910232544,5.698295593261719,26.66336441040039,3.637204647064209
2000-07-21,13.719231605529785,17.176483154296875,4.427841663360596,1.828125,3.805556058883667,5.593014717102051,26.260730743408203,3.7287046909332275
2000-07-24,13.615626335144043,17.050189971923828,4.404899597167969,1.75,3.722222089767456,5.632497310638428,25.365983963012695,3.7058281898498535
2000-07-25,13.021276473999023,16.671289443969727,4.34372091293335,1.8125,3.5833330154418945,5.922016620635986,25.679149627685547,3.7973318099975586
2000-07-26,12.99946403503418,16.0819091796875,4.274893760681152,1.78125,3.8611109256744385,6.106258869171143,26.03704261779785,3.7401421070098877
2000-07-27,12.99946403503418,16.755483627319336,4.229011058807373,1.71875,3.805556058883667,6.040459156036377,25.94757843017578,3.717266798019409
2000-07-28,13.424785614013672,16.587095260620117,4.198421955108643,1.84375,3.6111109256744385,5.895695686340332,25.76861572265625,3.7058281898498535
2000-07-31,13.566553115844727,17.008087158203125,4.2978363037109375,1.875,4.194444179534912,5.843056678771973,25.94757843017578,3.774456024169922
2000-08-01,13.599275588989258,17.681686401367188,4.412548065185547,1.828125,3.875,6.09309720993042,25.58966636657715,3.751579523086548
2000-08-02,13.795576095581055,17.85007667541504,4.389606475830078,1.8125,3.7916669845581055,6.448417663574219,25.902830123901367,3.8430824279785156
2000-08-03,13.773757934570312,17.72378158569336,4.3207807540893555,1.828125,3.902777910232544,7.1327409744262695,25.76861572265625,3.8316428661346436
2000-08-04,13.512033462524414,17.513286590576172,4.351368427276611,1.84375,3.7916669845581055,7.1327409744262695,25.76861572265625,3.8202064037323
2000-08-07,13.659260749816895,17.38698387145996,4.404899597167969,2.0,3.555556058883667,6.909019947052002,25.58966636657715,3.808769702911377
2000-08-08,13.228482246398926,17.34488868713379,4.366663455963135,2.1875,3.5,6.737938404083252,25.41071891784668,3.808769702911377
2000-08-09,13.097612380981445,16.671289443969727,4.427841663360596,2.21875,3.2638890743255615,6.303656101226807,25.41071891784668,3.9117093086242676
2000-08-10,13.959157943725586,17.09228515625,4.427841663360596,2.21875,3.277777910232544,7.0011396408081055,25.052820205688477,3.7973318099975586
2000-08-11,13.773757934570312,17.218585968017578,4.366663455963135,2.21875,3.1111109256744385,7.356462001800537,25.63441276550293,3.774456024169922
2000-08-14,13.959157943725586,17.555381774902344,4.274893760681152,2.125,3.1111109256744385,7.119580268859863,26.126529693603516,3.7401421070098877
2000-08-15,14.18817138671875,17.555381774902344,4.198421955108643,1.96875,2.805556058883667,7.1327409744262695,25.5449275970459,3.751579523086548
2000-08-16,13.653804779052734,17.681686401367188,4.206069469451904,1.984375,3.0416669845581055,7.264339447021484,25.723888397216797,3.7401421070098877
2000-08-17,13.850105285644531,17.85007667541504,4.160183429718018,1.921875,3.222222089767456,7.343299865722656,25.58966636657715,3.774456024169922
2000-08-18,13.850105285644531,17.85007667541504,4.037825584411621,1.890625,3.1111109256744385,7.330141544342041,25.187036514282227,3.7401421070098877
2000-08-21,13.959157943725586,19.11305046081543,3.915465831756592,1.9375,3.0138890743255615,7.435420513153076,25.63441276550293,3.751579523086548
2000-08-22,13.991874694824219,18.39736557006836,4.022530555725098,1.90625,2.944443941116333,7.159060001373291,25.500198364257812,3.6943914890289307
2000-08-23,14.275422096252441,18.52366828918457,4.0072340965271,1.921875,2.902777910232544,7.093260288238525,25.023969650268555,3.717266798019409
2000-08-24,14.744359016418457,18.734159469604492,3.578981876373291,1.90625,2.8611109256744385,7.369620323181152,26.01235580444336,3.6943914890289307
2000-08-25,14.749814987182617,18.734159469604492,3.3495585918426514,1.921875,3.3611109256744385,7.409101486206055,25.87757682800293,3.7058281898498535
2000-08-28,14.67893123626709,19.1972599029541,3.3495585918426514,1.9375,3.194443941116333,7.5801801681518555,25.69786834716797,3.7058281898498535
2000-08-29,14.657121658325195,18.860456466674805,3.548391342163086,2.015625,3.194443941116333,7.303821563720703,25.47324562072754,3.7058281898498535
2000-08-30,14.787983894348145,19.534032821655273,3.9842941761016846,1.921875,3.3333330154418945,7.316981792449951,25.113832473754883,3.7973318099975586
2000-08-31,14.528976440429688,20.21816062927246,4.022530555725098,2.109375,3.222222089767456,7.7512617111206055,25.60802459716797,3.808769702911377
2000-09-01,14.67893123626709,19.49195098876953,4.0607686042785645,2.03125,3.0833330154418945,8.080263137817383,25.83265495300293,3.7630183696746826
2000-09-05,14.417192459106445,19.323543548583984,4.091355323791504,2.03125,3.097222089767456,7.856540679931641,25.29352378845215,3.8773961067199707
2000-09-06,14.220891952514648,19.30191993713379,4.1142988204956055,2.15625,3.055556058883667,7.672301292419434,25.69786834716797,4.026087760925293
2000-09-07,14.226350784301758,19.25969123840332,4.1142988204956055,2.203125,3.0833330154418945,7.659142017364502,25.87757682800293,4.129025936126709
2000-09-08,14.531698226928711,19.048500061035156,4.129594326019287,2.125,3.1111109256744385,7.5801801681518555,25.742799758911133,4.140462875366211
2000-09-11,14.302684783935547,19.30191993713379,4.221362590789795,2.125,3.152777910232544,7.817063808441162,25.83265495300293,4.140462875366211
2000-09-12,14.406285285949707,19.639822006225586,4.206069469451904,2.070312976837158,3.319443941116333,7.685462474822998,25.518165588378906,4.117588043212891
2000-09-13,14.111835479736328,19.048500061035156,4.216169357299805,2.0,3.125,7.501220703125,25.20368003845215,4.151902198791504
2000-09-14,13.937350273132324,18.96404457092285,4.040175437927246,2.0,3.2361109256744385,7.817063808441162,25.20368003845215,4.140462875366211
2000-09-15,13.861008644104004,18.96404457092285,4.11669397354126,2.0,3.0,7.5801801681518555,25.652942657470703,4.106150150299072
2000-09-18,14.133644104003906,18.20378875732422,4.032524585723877,2.046875,2.8888890743255615,7.356462001800537,25.29352378845215,3.957460880279541
2000-09-19,13.959157943725586,17.73919677734375,3.940701961517334,2.03125,2.8333330154418945,7.619662761688232,24.395002365112305,4.014650344848633
2000-09-20,13.762857437133789,17.274587631225586,3.9636571407318115,2.015625,2.5833330154418945,7.080099582672119,24.395002365112305,4.003209590911865
2000-09-21,13.926445960998535,17.274587631225586,3.9713096618652344,2.03125,2.444443941116333,7.080099582672119,24.93412208557129,3.888834238052368
2000-09-22,14.32448959350586,17.190113067626953,4.024870872497559,2.046875,2.652777910232544,7.356462001800537,24.979055404663086,3.8545212745666504
2000-09-25,14.253607749938965,16.894466400146484,3.9713096618652344,1.984375,2.6388890743255615,7.422261714935303,24.215299606323242,3.957460880279541
2000-09-26,14.144550323486328,15.120542526245117,3.9253978729248047,1.828125,2.6388890743255615,6.790579795837402,23.631258010864258,4.071836948394775
2000-09-27,13.78466510772705,17.82366180419922,3.940701961517334,1.78125,2.5833330154418945,6.724777698516846,23.721113204956055,4.186214923858643
2000-09-28,13.78466510772705,17.654714584350586,4.11669397354126,1.71875,2.6111109256744385,6.816897869110107,24.619644165039062,4.34634256362915
2000-09-29,13.926445960998535,17.865888595581055,4.330945014953613,1.859375,2.6111109256744385,6.580019950866699,24.709489822387695,4.254841327667236
2000-10-02,13.621085166931152,17.95037078857422,4.2391228675842285,1.734375,2.625,6.474738597869873,23.90081787109375,4.266279220581055
2000-10-03,13.795576095581055,18.119312286376953,4.154954433441162,1.546875,2.5833330154418945,6.422098636627197,23.810972213745117,4.289153099060059
2000-10-04,13.38115406036377,18.246015548706055,4.086086273193359,1.5390629768371582,2.555556058883667,5.895695686340332,23.541404724121094,4.334906578063965
2000-10-05,14.329952239990234,18.499439239501953,4.162606239318848,1.546875,2.4583330154418945,5.527215957641602,23.99066925048828,4.27771520614624
2000-10-06,14.417192459106445,18.752845764160156,4.185561180114746,1.421875,2.305556058883667,5.685135841369629,24.035594940185547,4.266279220581055
2000-10-09,14.177264213562012,18.45720100402832,4.22382116317749,1.5625,2.25,5.80357551574707,23.676197052001953,4.312028408050537
2000-10-10,14.591682434082031,18.921796798706055,4.22382116317749,1.40625,2.097222089767456,5.974655628204346,23.676197052001953,4.266279220581055
2000-10-11,14.842511177062988,19.30191993713379,4.170257568359375,1.390625,2.1666669845581055,6.06677770614624,23.451553344726562,4.266279220581055
2000-10-12,14.624403953552246,19.132978439331055,4.162606239318848,1.375,2.1666669845581055,5.829896926879883,23.04722023010254,4.163341045379639
2000-10-13,14.657121658325195,19.76652717590332,4.277385234832764,1.375,2.1111109256744385,6.09309720993042,25.20368003845215,4.266279220581055
2000-10-16,15.027902603149414,19.808757781982422,4.254427433013916,1.328125,2.277777910232544,6.132576942443848,24.844263076782227,4.230315208435059
2000-10-17,15.38779067993164,19.935466766357422,4.254427433013916,1.328125,2.3333330154418945,6.079938888549805,24.215299606323242,4.08046817779541
2000-10-18,15.507746696472168,20.949132919311523,4.254427433013916,1.3125,2.1111109256744385,5.895695686340332,23.36170196533203,4.091993808746338
2000-10-19,13.697421073913574,20.104408264160156,4.285035133361816,1.28125,2.1111109256744385,6.079938888549805,24.125444412231445,4.08046817779541
2000-10-20,13.217584609985352,19.977705001831055,4.269731044769287,1.296875,2.222222089767456,6.395779132843018,23.90081787109375,4.045886993408203
2000-10-23,13.359347343444824,19.597578048706055,4.3232951164245605,1.390625,2.25,6.29049825668335,24.484859466552734,3.988252639770508
2000-10-24,13.348450660705566,19.597578048706055,4.3079915046691895,1.390625,2.3333330154418945,6.395779132843018,24.395002365112305,4.034361362457275
2000-10-25,13.762857437133789,20.40005874633789,4.315642356872559,1.25,2.5833330154418945,5.922016620635986,23.226926803588867,3.965200185775757
2000-10-26,13.653804779052734,20.61124610900879,4.285035133361816,1.390625,2.75,6.079938888549805,24.035594940185547,4.045886993408203
2000-10-27,13.915535926818848,20.484540939331055,4.330945014953613,1.421875,3.0416669845581055,5.816734790802002,23.810972213745117,4.045886993408203
2000-10-30,14.253607749938965,21.540433883666992,4.346249580383301,1.4296879768371582,3.277777910232544,5.421935558319092,24.215299606323242,4.011305332183838
2000-10-31,14.34085464477539,22.638580322265625,4.376857757568359,1.65625,3.027777910232544,5.3692946434021,24.844263076782227,4.0574140548706055
2000-11-01,14.286320686340332,22.25846290588379,4.3079915046691895,1.484375,2.8333330154418945,6.1457390785217285,24.439939498901367,4.034361362457275
2000-11-02,13.959157943725586,22.427396774291992,4.315642356872559,1.53125,2.777777910232544,7.0011396408081055,25.068897247314453,4.045886993408203
2000-11-03,14.0573091506958,22.511865615844727,4.369205474853516,1.65625,3.027777910232544,7.501220703125,25.338472366333008,4.011305332183838
2000-11-06,14.242703437805176,22.30069351196289,4.361554145812988,1.6875,2.8888890743255615,6.869541645050049,25.652942657470703,3.965200185775757
