Date,ADM,CAG,COKE,GIS,HRL,HSY,KDP,MNST,PEP,PPC,TSN,VMI
2000-01-03,6.3612446784973145,7.55663537979126,33.93748092651367,8.180025100708008,3.1097192764282227,13.314225196838379,,0.04492200165987015,20.06073760986328,5.917608737945557,11.053415298461914,12.847024917602539
2000-01-04,6.294983386993408,7.412113666534424,34.61709213256836,8.03156852722168,3.0662612915039062,12.811802864074707,,0.04296899959445,19.550716400146484,5.644487380981445,11.010409355163574,12.750428199768066
2000-01-05,6.195588111877441,7.288229465484619,35.77904510498047,7.987035274505615,3.114548683166504,12.865632057189941,,0.04296899959445,19.074705123901367,5.735528945922852,11.053415298461914,12.46064567565918
2000-01-06,6.228719234466553,7.494696140289307,35.12136459350586,8.037922859191895,3.167665481567383,13.206560134887695,,0.04427099972963333,19.924734115600586,5.826569080352783,11.139435768127441,12.508942604064941
2000-01-07,6.328112602233887,7.659873008728027,35.077510833740234,8.05289363861084,3.19663667678833,13.242446899414062,,0.04329400137066841,20.4687557220459,6.054169178009033,11.655550003051758,12.46064567565918
2000-01-10,6.328112602233887,7.597928524017334,35.691349029541016,7.888242244720459,3.182152271270752,13.278338432312012,,0.04362000152468681,20.06073760986328,5.735528945922852,11.526522636413574,12.750428199768066
2000-01-11,6.228719234466553,7.845686435699463,35.34056854248047,7.993018627166748,3.186979055404663,13.009187698364258,,0.045572999864816666,19.99274253845215,5.781048774719238,11.612541198730469,13.136802673339844
2000-01-12,6.394378662109375,7.866331100463867,35.077510833740234,7.978053092956543,3.104891538619995,12.919465065002441,,0.04362000152468681,19.75473403930664,5.781048774719238,11.397490501403809,13.040206909179688
2000-01-13,6.3612446784973145,7.639219760894775,36.4806022644043,8.007987976074219,3.1386914253234863,12.829747200012207,,0.04362000152468681,19.550716400146484,6.054169178009033,11.827587127685547,13.329988479614258
2000-01-14,6.626297950744629,7.391460418701172,35.42827224731445,7.828369617462158,3.129034996032715,12.219660758972168,,0.04492200165987015,19.68672752380371,6.236250400543213,11.225454330444336,13.329988479614258
2000-01-18,6.924483299255371,7.412113666534424,35.077510833740234,7.9032063484191895,3.143521785736084,12.345269203186035,,0.045572999864816666,19.720718383789062,6.145208835601807,11.010409355163574,13.426587104797363
2000-01-19,7.090139389038086,7.515344619750977,34.81441879272461,7.828369617462158,3.0649590492248535,12.381158828735352,,0.04427099972963333,19.82272720336914,6.054169178009033,10.838371276855469,13.426587104797363
2000-01-20,6.924483299255371,7.618574142456055,35.16518783569336,7.693653583526611,3.0746569633483887,12.111995697021484,,0.045246999710798264,19.65273666381836,6.054169178009033,10.75235366821289,13.5714750289917
2000-01-21,6.891348838806152,7.639219760894775,34.37594985961914,7.543973922729492,3.0601089000701904,11.84284496307373,,0.04427099972963333,19.65273666381836,6.0996904373168945,10.62332820892334,13.812965393066406
2000-01-24,6.5600385665893555,7.432757377624512,33.1701774597168,7.469132423400879,3.006760358810425,11.519857406616211,,0.04427099972963333,19.210704803466797,6.0996904373168945,10.193231582641602,13.740518569946289
2000-01-25,6.493771553039551,7.246935844421387,33.36747360229492,7.229642391204834,2.987362861633301,11.430139541625977,,0.045572999864816666,18.66669273376465,5.644487380981445,9.806142807006836,14.00615406036377
2000-01-26,6.460642337799072,7.08571720123291,34.37594985961914,7.424229145050049,3.0552566051483154,11.537803649902344,,0.04752599820494652,18.462684631347656,5.644487380981445,9.63410758972168,15.068681716918945
2000-01-27,6.3612446784973145,7.023194313049316,34.639034271240234,7.274543285369873,3.006760358810425,11.322482109069824,,0.04492200165987015,18.394678115844727,5.598968029022217,9.763134956359863,15.068681716918945
2000-01-28,6.2618536949157715,6.89815092086792,35.12136459350586,7.244606971740723,2.9776647090911865,10.837993621826172,,0.045572999864816666,18.088666915893555,5.507927894592285,9.806142807006836,15.165288925170898
2000-01-31,6.228719234466553,7.148236274719238,35.603660583496094,7.469132423400879,3.152250289916992,12.20172119140625,,0.046875,18.5646915435791,5.507927894592285,9.419060707092285,14.972089767456055
